CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
54076,Customer_54076,68,Female,Miami,9,39.38,51,0
10510,Customer_10510,61,Female,New York,16,39.83,459,1
37848,Customer_37848,44,Male,Miami,4,78.53,122,0
19799,Customer_19799,22,Male,Miami,11,52.9,177,1
57069,Customer_57069,46,Female,Chicago,2,65.01,296,0
24215,Customer_24215,24,Male,New York,9,62.54,143,0
3846,Customer_3846,64,Female,Los Angeles,13,69.11,435,0
15887,Customer_15887,67,Female,Miami,23,64.92,126,0
55295,Customer_55295,66,Female,Miami,12,92.49,488,1
99406,Customer_99406,46,Male,Chicago,3,56.11,459,0
78056,Customer_78056,68,Male,Chicago,11,61.75,135,0
7118,Customer_7118,47,Female,Miami,18,73.6,234,0
22891,Customer_22891,42,Female,Miami,17,94.18,416,0
52924,Customer_52924,54,Male,Miami,18,65.89,201,1
78425,Customer_78425,55,Female,Chicago,9,99.25,493,1
5316,Customer_5316,61,Female,Los Angeles,7,60.79,410,1
28787,Customer_28787,60,Male,Los Angeles,20,56.95,181,0
28554,Customer_28554,59,Male,New York,22,78.46,282,0
50052,Customer_50052,36,Male,Houston,20,87.11,51,1
5094,Customer_5094,29,Female,Los Angeles,13,56.26,348,0
61489,Customer_61489,67,Female,Los Angeles,11,89.16,339,0
48894,Customer_48894,31,Male,Houston,22,94.26,290,0
73646,Customer_73646,59,Male,Chicago,9,99.54,91,0
762,Customer_762,35,Male,Houston,1,87.63,413,1
80465,Customer_80465,70,Female,Houston,20,47.8,490,1
46124,Customer_46124,62,Male,Chicago,11,31.23,395,1
59830,Customer_59830,37,Male,Miami,4,64.68,211,1
43225,Customer_43225,21,Female,New York,2,35.11,243,0
20620,Customer_20620,18,Female,New York,9,99.81,193,0
35253,Customer_35253,29,Male,Miami,21,31.57,79,0
71854,Customer_71854,59,Female,Miami,12,59.97,168,0
41414,Customer_41414,67,Male,Houston,16,84.24,80,0
20817,Customer_20817,50,Male,Miami,14,98.58,499,0
19023,Customer_19023,24,Male,New York,18,55.81,396,1
60327,Customer_60327,29,Female,Chicago,19,39.79,153,0
94233,Customer_94233,33,Male,Houston,12,66.12,499,1
61223,Customer_61223,28,Female,Chicago,17,62.53,383,0
58485,Customer_58485,49,Female,Chicago,15,76.08,105,0
12965,Customer_12965,46,Female,Houston,16,90.72,411,1
96866,Customer_96866,18,Female,Chicago,18,70.56,481,1
90017,Customer_90017,61,Female,Los Angeles,8,87.6,292,0
87310,Customer_87310,34,Female,Miami,5,71.49,170,0
66165,Customer_66165,68,Female,Los Angeles,14,95.2,496,0
88245,Customer_88245,53,Male,Miami,6,31.12,261,0
18993,Customer_18993,37,Female,Chicago,4,95.12,441,1
19837,Customer_19837,58,Female,Los Angeles,9,80.37,62,1
27076,Customer_27076,58,Female,Los Angeles,23,71.26,437,1
64140,Customer_64140,62,Male,Chicago,24,87.25,128,1
44133,Customer_44133,48,Female,Miami,10,92.9,136,1
47997,Customer_47997,60,Male,New York,18,82.12,216,0
99218,Customer_99218,24,Male,Chicago,3,60.57,314,0
52899,Customer_52899,57,Female,Chicago,20,54.01,391,0
24678,Customer_24678,22,Male,Chicago,7,95.09,143,0
80055,Customer_80055,48,Male,New York,4,33.78,220,1
59173,Customer_59173,41,Female,Houston,14,77.98,471,1
71752,Customer_71752,61,Female,Los Angeles,24,87.96,157,1
29105,Customer_29105,65,Male,Los Angeles,4,90.73,106,0
7538,Customer_7538,40,Male,Miami,1,36.44,152,1
56251,Customer_56251,28,Female,Houston,18,75.64,476,0
76926,Customer_76926,21,Female,New York,5,75.05,332,0
97849,Customer_97849,48,Female,Chicago,18,51.24,497,1
78834,Customer_78834,30,Male,Los Angeles,15,50.44,335,1
17592,Customer_17592,26,Male,Houston,14,91.68,99,1
41727,Customer_41727,59,Female,Miami,18,94.35,208,0
25479,Customer_25479,69,Female,Miami,14,34.58,244,1
44343,Customer_44343,47,Male,Houston,16,51.11,75,1
1462,Customer_1462,41,Male,Houston,8,63.37,54,1
70647,Customer_70647,53,Male,Houston,19,95.58,140,1
88029,Customer_88029,65,Female,Los Angeles,10,69.53,294,1
64367,Customer_64367,33,Female,Houston,15,41.03,448,0
75144,Customer_75144,50,Female,Los Angeles,6,75.11,436,1
3298,Customer_3298,35,Male,Miami,14,67.22,108,0
17595,Customer_17595,68,Male,Miami,14,31.98,337,0
3087,Customer_3087,33,Male,Los Angeles,11,69.28,275,1
82872,Customer_82872,31,Male,Houston,7,83.48,467,0
69934,Customer_69934,62,Female,Houston,12,33.69,135,1
64736,Customer_64736,70,Male,Miami,1,37.64,441,1
23508,Customer_23508,45,Male,Miami,16,33.78,273,0
27761,Customer_27761,28,Female,Los Angeles,8,84.11,421,1
33019,Customer_33019,61,Female,Los Angeles,15,79.19,396,0
70041,Customer_70041,18,Female,New York,11,33.61,177,0
78334,Customer_78334,43,Male,Los Angeles,16,92.65,359,0
42199,Customer_42199,58,Male,New York,20,41.5,152,1
83595,Customer_83595,52,Female,Chicago,17,51.47,341,0
33579,Customer_33579,30,Male,Miami,5,98.82,387,0
33558,Customer_33558,50,Female,Chicago,11,39.82,488,1
63297,Customer_63297,31,Female,Los Angeles,5,96.65,279,1
47600,Customer_47600,18,Female,Miami,1,36.65,177,1
73946,Customer_73946,23,Male,Houston,13,60.12,298,1
62081,Customer_62081,45,Male,Miami,2,79.18,239,1
73584,Customer_73584,61,Male,Miami,10,80.39,497,1
70854,Customer_70854,22,Female,Los Angeles,2,85.96,137,0
52728,Customer_52728,36,Female,New York,20,51.54,78,0
95956,Customer_95956,26,Male,Los Angeles,22,48.47,295,0
78584,Customer_78584,63,Female,Los Angeles,9,64.54,104,1
15754,Customer_15754,25,Male,New York,17,48.95,407,1
73420,Customer_73420,65,Male,Los Angeles,22,42.92,236,0
84233,Customer_84233,27,Female,Houston,19,35.97,265,0
13089,Customer_13089,52,Male,Miami,3,31.09,220,1
52647,Customer_52647,63,Female,Chicago,21,65.46,125,1
22544,Customer_22544,43,Male,New York,14,40.01,253,0
87879,Customer_87879,43,Female,Houston,22,62.56,264,1
35276,Customer_35276,21,Female,Miami,7,93.72,213,1
26894,Customer_26894,53,Male,Chicago,20,85.28,207,0
86828,Customer_86828,42,Female,Miami,19,36.23,481,1
84937,Customer_84937,32,Female,Houston,5,53.72,466,0
2642,Customer_2642,58,Female,Chicago,14,41.07,77,1
3666,Customer_3666,61,Female,New York,18,83.42,184,0
88921,Customer_88921,19,Male,Miami,18,33.0,199,1
42605,Customer_42605,18,Female,Miami,14,65.04,211,0
66506,Customer_66506,41,Male,Chicago,16,94.87,328,1
85447,Customer_85447,32,Male,Miami,4,98.43,352,0
79560,Customer_79560,28,Male,Chicago,21,92.24,324,1
15235,Customer_15235,58,Female,Miami,10,79.6,99,1
8167,Customer_8167,35,Female,Chicago,7,78.97,240,0
80642,Customer_80642,19,Female,Miami,1,46.71,331,0
97680,Customer_97680,56,Female,Los Angeles,24,74.9,149,1
1846,Customer_1846,43,Male,Los Angeles,11,36.3,75,1
3689,Customer_3689,70,Female,Miami,8,40.6,476,1
31203,Customer_31203,36,Female,Chicago,17,82.84,240,1
4705,Customer_4705,35,Female,Miami,14,59.89,308,0
22617,Customer_22617,29,Female,Miami,20,57.35,163,0
71888,Customer_71888,42,Female,New York,2,70.7,134,1
247,Customer_247,60,Female,Los Angeles,14,38.39,115,1
70550,Customer_70550,44,Female,New York,17,75.9,167,0
21246,Customer_21246,33,Female,Chicago,5,49.88,493,0
24301,Customer_24301,21,Male,Miami,2,52.15,266,1
77806,Customer_77806,23,Male,Houston,7,77.78,397,1
85524,Customer_85524,54,Female,Los Angeles,8,49.6,63,0
68506,Customer_68506,67,Male,Los Angeles,4,40.2,398,0
98566,Customer_98566,31,Male,Houston,23,55.99,106,1
60137,Customer_60137,22,Male,Houston,20,98.96,340,0
44827,Customer_44827,63,Male,Chicago,2,83.23,319,0
66141,Customer_66141,51,Male,Houston,17,55.28,65,0
90980,Customer_90980,67,Male,Chicago,21,83.48,71,1
11096,Customer_11096,62,Female,Miami,11,56.95,50,0
41394,Customer_41394,29,Male,New York,23,36.66,114,1
50988,Customer_50988,46,Male,Miami,5,57.44,407,0
51797,Customer_51797,67,Male,Los Angeles,16,30.34,84,0
34530,Customer_34530,58,Female,Los Angeles,3,61.95,410,0
23647,Customer_23647,32,Female,Chicago,22,92.13,497,0
81524,Customer_81524,36,Male,Chicago,2,75.89,252,0
17562,Customer_17562,42,Male,Houston,15,86.74,252,0
81203,Customer_81203,45,Male,New York,10,30.12,283,1
55164,Customer_55164,67,Male,Chicago,8,62.88,305,0
49582,Customer_49582,69,Female,Houston,5,52.05,429,0
81966,Customer_81966,43,Male,New York,20,72.52,268,1
55960,Customer_55960,64,Female,Houston,7,67.24,122,0
95594,Customer_95594,22,Male,Chicago,15,75.69,180,1
80023,Customer_80023,30,Female,Los Angeles,12,52.17,151,0
75538,Customer_75538,56,Female,Houston,24,35.69,445,0
26247,Customer_26247,52,Female,Los Angeles,8,89.49,153,1
86987,Customer_86987,42,Male,Miami,12,85.99,253,1
50561,Customer_50561,20,Female,Chicago,7,71.07,72,1
82230,Customer_82230,24,Female,Houston,6,84.78,173,0
60686,Customer_60686,65,Male,New York,10,70.71,467,1
70385,Customer_70385,57,Female,Miami,1,76.74,124,1
99004,Customer_99004,44,Male,Houston,17,77.12,441,1
92691,Customer_92691,60,Female,Miami,17,47.29,428,1
86789,Customer_86789,18,Female,Chicago,23,54.59,324,1
15579,Customer_15579,69,Male,Los Angeles,23,99.57,496,0
62026,Customer_62026,51,Male,Houston,2,64.84,369,1
56194,Customer_56194,45,Female,Miami,15,31.47,73,1
13190,Customer_13190,47,Female,Miami,18,31.93,416,1
468,Customer_468,43,Female,Los Angeles,13,53.96,86,0
74144,Customer_74144,36,Female,New York,19,32.09,72,1
52662,Customer_52662,66,Male,New York,15,41.61,305,1
44375,Customer_44375,34,Female,Chicago,4,62.07,192,1
7892,Customer_7892,32,Female,Chicago,6,30.3,481,0
91833,Customer_91833,36,Male,Chicago,14,65.53,114,0
26263,Customer_26263,54,Male,Miami,22,36.42,472,1
6651,Customer_6651,40,Female,New York,16,41.0,401,1
420,Customer_420,20,Male,Miami,20,59.49,143,0
43021,Customer_43021,59,Male,Miami,14,83.71,160,1
74038,Customer_74038,47,Female,Houston,23,63.51,96,1
35796,Customer_35796,18,Male,Miami,16,71.82,124,1
2558,Customer_2558,31,Male,Chicago,11,98.7,144,1
75390,Customer_75390,48,Female,Houston,1,30.1,121,1
13414,Customer_13414,18,Male,Miami,13,59.01,86,0
63499,Customer_63499,51,Female,Chicago,3,47.51,60,1
99696,Customer_99696,18,Female,Los Angeles,11,38.38,370,0
55018,Customer_55018,48,Female,Los Angeles,22,59.54,173,1
58844,Customer_58844,47,Female,New York,18,93.81,251,0
88764,Customer_88764,57,Female,Chicago,24,38.06,163,0
78184,Customer_78184,54,Female,New York,12,65.13,422,0
34385,Customer_34385,44,Female,New York,14,43.85,122,0
17498,Customer_17498,66,Female,Miami,11,43.16,290,1
38848,Customer_38848,21,Male,Los Angeles,7,67.47,284,0
29361,Customer_29361,18,Female,New York,1,86.36,95,0
7799,Customer_7799,23,Female,Houston,15,32.71,375,1
85049,Customer_85049,33,Male,New York,14,60.99,72,0
7007,Customer_7007,50,Male,Chicago,11,97.63,74,0
86933,Customer_86933,51,Female,Los Angeles,15,66.62,280,0
32694,Customer_32694,26,Female,New York,4,59.63,236,0
32646,Customer_32646,52,Female,New York,19,80.2,107,0
48051,Customer_48051,31,Female,New York,16,57.56,496,1
81651,Customer_81651,54,Female,New York,1,69.55,111,0
80058,Customer_80058,64,Female,Los Angeles,18,30.66,81,0
4303,Customer_4303,66,Male,Los Angeles,5,60.85,461,1
36278,Customer_36278,58,Male,Los Angeles,10,38.51,113,0
62190,Customer_62190,32,Female,New York,22,65.26,217,0
48905,Customer_48905,59,Female,Chicago,18,89.03,223,0
88296,Customer_88296,58,Male,New York,2,55.42,335,0
45147,Customer_45147,28,Female,New York,7,63.85,358,0
61196,Customer_61196,18,Female,Houston,3,76.11,244,0
3640,Customer_3640,40,Male,Chicago,20,94.87,428,1
79633,Customer_79633,48,Male,New York,4,63.3,365,1
35308,Customer_35308,46,Female,Miami,23,72.0,459,0
27630,Customer_27630,47,Female,New York,24,43.3,359,0
53065,Customer_53065,59,Male,Los Angeles,21,77.81,280,1
36713,Customer_36713,28,Female,Miami,10,74.39,273,0
89922,Customer_89922,23,Female,Houston,2,66.05,119,0
76870,Customer_76870,34,Female,Chicago,16,52.79,465,0
63779,Customer_63779,64,Female,Houston,20,60.67,298,0
49785,Customer_49785,39,Male,Miami,5,48.27,67,0
78618,Customer_78618,19,Female,Chicago,17,75.0,82,0
35331,Customer_35331,29,Male,Miami,1,88.33,327,0
37860,Customer_37860,41,Male,Houston,23,58.24,284,1
18478,Customer_18478,50,Male,New York,7,85.63,136,0
66184,Customer_66184,44,Female,New York,19,98.67,446,1
30524,Customer_30524,57,Female,New York,13,81.52,433,0
88696,Customer_88696,26,Male,Houston,1,79.48,316,0
1641,Customer_1641,48,Male,Miami,19,73.32,122,0
93561,Customer_93561,66,Male,Houston,21,58.31,116,0
46212,Customer_46212,25,Female,Los Angeles,23,88.6,148,1
16190,Customer_16190,66,Male,New York,21,97.11,216,1
86734,Customer_86734,40,Male,Houston,4,84.52,494,0
26932,Customer_26932,18,Female,Miami,22,45.63,478,0
31272,Customer_31272,52,Male,Miami,15,93.43,75,0
32114,Customer_32114,22,Female,Los Angeles,3,43.57,287,0
90808,Customer_90808,21,Female,Los Angeles,21,84.64,225,0
43218,Customer_43218,66,Male,New York,22,36.01,174,0
10555,Customer_10555,58,Male,Los Angeles,16,60.67,386,0
80565,Customer_80565,47,Female,Los Angeles,7,92.99,251,0
8536,Customer_8536,44,Male,Miami,24,39.62,188,1
6725,Customer_6725,38,Female,New York,8,83.38,81,1
59120,Customer_59120,36,Female,Miami,7,55.09,69,1
26579,Customer_26579,30,Female,Houston,7,86.95,288,1
40093,Customer_40093,49,Female,Houston,15,33.66,79,0
38366,Customer_38366,64,Female,Chicago,3,89.4,494,0
91118,Customer_91118,27,Female,Miami,1,48.14,469,1
7735,Customer_7735,32,Female,Los Angeles,11,61.38,284,0
9620,Customer_9620,51,Male,Los Angeles,3,36.12,115,0
10936,Customer_10936,21,Male,Houston,17,61.31,422,0
93602,Customer_93602,56,Female,Houston,4,71.12,331,0
37157,Customer_37157,35,Female,Houston,7,48.48,253,1
95939,Customer_95939,30,Male,Miami,2,64.45,243,0
47685,Customer_47685,35,Female,Los Angeles,12,61.2,330,1
45168,Customer_45168,27,Male,Los Angeles,7,77.74,412,0
3698,Customer_3698,62,Female,New York,5,90.55,445,1
48149,Customer_48149,40,Male,Chicago,5,51.54,123,0
9259,Customer_9259,38,Male,Houston,13,56.31,207,0
96352,Customer_96352,28,Female,Los Angeles,15,56.9,134,1
63480,Customer_63480,66,Female,Los Angeles,14,84.49,188,1
82131,Customer_82131,67,Male,Los Angeles,2,48.92,98,0
16327,Customer_16327,18,Male,Houston,7,40.17,468,0
85936,Customer_85936,46,Male,New York,16,43.06,293,0
72643,Customer_72643,25,Female,Miami,23,86.91,364,0
77848,Customer_77848,67,Female,New York,9,44.33,81,0
29247,Customer_29247,66,Female,Miami,9,72.28,498,0
63557,Customer_63557,42,Male,Los Angeles,13,52.61,116,0
26570,Customer_26570,70,Male,Chicago,24,43.79,439,0
83073,Customer_83073,24,Female,Miami,24,84.96,397,0
99163,Customer_99163,58,Male,Chicago,3,38.86,278,0
41317,Customer_41317,67,Male,Los Angeles,3,97.76,210,0
55127,Customer_55127,24,Female,Miami,13,30.25,365,0
13338,Customer_13338,47,Female,Chicago,9,73.62,77,0
14872,Customer_14872,40,Female,Miami,1,77.16,82,0
85584,Customer_85584,31,Male,Chicago,10,90.08,104,0
19376,Customer_19376,65,Female,Houston,19,33.43,116,1
76296,Customer_76296,47,Female,New York,9,53.21,425,1
28083,Customer_28083,22,Male,Los Angeles,15,86.25,376,1
52875,Customer_52875,49,Male,Miami,4,40.26,475,1
7221,Customer_7221,34,Male,Los Angeles,5,96.89,304,1
90668,Customer_90668,60,Male,Miami,13,87.72,214,0
73336,Customer_73336,55,Male,Houston,2,64.7,338,0
29780,Customer_29780,58,Male,New York,12,77.31,275,0
54723,Customer_54723,30,Male,Chicago,13,93.08,198,0
90762,Customer_90762,53,Female,Miami,1,89.19,113,1
5474,Customer_5474,47,Female,Miami,20,71.4,260,0
54189,Customer_54189,42,Male,Houston,9,70.77,401,0
626,Customer_626,21,Male,Houston,16,56.49,341,0
5025,Customer_5025,50,Female,Chicago,10,63.07,434,0
46712,Customer_46712,54,Female,Los Angeles,12,33.6,192,0
79469,Customer_79469,23,Male,Miami,11,55.94,423,0
57959,Customer_57959,22,Male,Houston,11,33.06,413,0
20489,Customer_20489,60,Female,New York,3,37.06,448,1
73951,Customer_73951,23,Male,Los Angeles,17,89.54,74,1
87286,Customer_87286,66,Female,Miami,18,47.21,159,1
20646,Customer_20646,30,Male,Houston,23,71.74,438,1
23059,Customer_23059,53,Male,New York,3,63.83,69,1
38652,Customer_38652,49,Female,Los Angeles,17,40.02,337,0
78636,Customer_78636,39,Female,Chicago,7,45.13,353,1
83814,Customer_83814,23,Male,New York,5,66.2,306,0
33431,Customer_33431,56,Female,Houston,20,53.86,128,0
8173,Customer_8173,56,Female,Los Angeles,11,82.78,302,0
67583,Customer_67583,40,Male,Chicago,13,73.35,264,0
58944,Customer_58944,21,Male,Chicago,3,92.09,370,0
52374,Customer_52374,55,Male,Miami,24,48.87,213,1
23005,Customer_23005,35,Female,Chicago,20,42.24,312,1
44999,Customer_44999,46,Male,Los Angeles,18,83.38,469,1
80702,Customer_80702,65,Female,Miami,14,60.79,477,0
65524,Customer_65524,22,Female,Los Angeles,22,55.98,128,1
78359,Customer_78359,69,Male,Miami,16,44.43,197,1
58176,Customer_58176,69,Female,Los Angeles,15,98.24,400,0
26412,Customer_26412,70,Male,New York,11,46.49,175,1
15131,Customer_15131,70,Male,Chicago,18,56.36,162,1
16788,Customer_16788,37,Female,Chicago,4,39.29,269,1
16310,Customer_16310,21,Male,Miami,9,70.9,328,0
87552,Customer_87552,32,Male,Miami,21,99.45,53,0
34271,Customer_34271,65,Female,Los Angeles,18,31.98,211,1
87266,Customer_87266,36,Male,Miami,8,88.82,464,0
40042,Customer_40042,43,Female,Miami,24,87.49,316,0
32027,Customer_32027,39,Female,Los Angeles,13,86.81,197,0
91704,Customer_91704,22,Male,Houston,13,94.37,290,0
98573,Customer_98573,52,Female,Houston,1,44.81,234,0
47062,Customer_47062,48,Female,Houston,19,58.91,370,0
87620,Customer_87620,61,Male,Miami,3,61.54,143,1
17578,Customer_17578,63,Female,New York,23,35.09,360,0
4887,Customer_4887,28,Male,New York,22,49.87,88,0
21958,Customer_21958,53,Male,Houston,16,51.84,123,0
19477,Customer_19477,29,Female,Miami,8,68.99,214,0
17247,Customer_17247,40,Female,Miami,4,43.9,346,1
41989,Customer_41989,53,Female,Miami,2,92.04,398,1
18169,Customer_18169,64,Female,Chicago,19,75.05,166,0
86241,Customer_86241,26,Male,New York,21,57.41,53,0
99995,Customer_99995,47,Female,Houston,8,34.58,200,0
12628,Customer_12628,54,Male,Chicago,19,96.3,213,0
22408,Customer_22408,68,Male,Los Angeles,12,53.39,383,0
29645,Customer_29645,57,Female,Houston,23,34.96,232,0
97695,Customer_97695,29,Male,Houston,2,42.18,416,0
35051,Customer_35051,58,Female,Houston,3,60.35,480,1
5077,Customer_5077,64,Female,Los Angeles,18,93.02,499,0
65034,Customer_65034,35,Female,New York,16,34.99,337,1
88020,Customer_88020,46,Female,Los Angeles,18,52.53,312,0
29120,Customer_29120,55,Male,Los Angeles,7,51.1,385,1
16389,Customer_16389,67,Female,Miami,12,72.9,180,1
24505,Customer_24505,59,Male,Miami,19,33.72,348,1
52694,Customer_52694,43,Male,Houston,20,40.2,235,1
19790,Customer_19790,42,Male,Los Angeles,6,34.09,262,1
85109,Customer_85109,28,Male,Chicago,15,68.66,220,0
32470,Customer_32470,25,Female,New York,16,54.92,98,0
91450,Customer_91450,44,Female,Los Angeles,11,40.89,328,1
47532,Customer_47532,61,Male,New York,11,63.05,257,1
61853,Customer_61853,40,Male,Los Angeles,23,49.3,78,1
36266,Customer_36266,20,Male,Houston,13,56.39,302,0
73939,Customer_73939,47,Male,Los Angeles,4,78.34,412,1
47636,Customer_47636,68,Female,Houston,15,60.42,396,0
26665,Customer_26665,59,Male,Houston,9,32.48,249,1
41408,Customer_41408,33,Male,Chicago,7,79.47,266,0
18697,Customer_18697,50,Female,Miami,14,99.42,294,1
76928,Customer_76928,30,Female,New York,24,33.43,134,1
70206,Customer_70206,18,Male,Chicago,4,38.54,448,0
99596,Customer_99596,61,Male,Houston,10,39.22,130,0
83934,Customer_83934,29,Female,Los Angeles,17,51.62,458,1
75503,Customer_75503,32,Female,New York,4,47.09,121,1
65358,Customer_65358,50,Female,New York,9,93.32,329,0
97544,Customer_97544,61,Female,Chicago,21,55.94,481,1
41948,Customer_41948,44,Male,Houston,22,94.77,120,0
71427,Customer_71427,30,Female,Houston,18,40.75,323,0
43395,Customer_43395,27,Female,Los Angeles,7,87.33,483,0
3971,Customer_3971,70,Female,Miami,2,67.77,157,0
40229,Customer_40229,57,Female,Los Angeles,9,83.34,485,1
79990,Customer_79990,22,Female,Chicago,17,43.39,149,1
64511,Customer_64511,31,Male,Chicago,14,33.27,297,1
72135,Customer_72135,29,Male,Houston,15,68.13,90,1
26751,Customer_26751,62,Female,Los Angeles,14,70.28,462,1
95308,Customer_95308,54,Male,New York,9,70.82,399,1
55613,Customer_55613,28,Male,Miami,15,96.64,213,1
88543,Customer_88543,23,Male,Chicago,8,80.01,405,1
25955,Customer_25955,38,Female,Houston,16,49.71,307,1
48794,Customer_48794,43,Female,Miami,6,66.13,351,0
34148,Customer_34148,39,Male,Los Angeles,19,60.01,125,1
47377,Customer_47377,41,Male,Los Angeles,17,92.61,477,0
78078,Customer_78078,52,Male,Houston,23,96.26,326,1
88554,Customer_88554,48,Male,Miami,12,91.23,136,0
72945,Customer_72945,53,Male,Houston,23,76.75,467,0
66651,Customer_66651,55,Female,Houston,11,85.84,239,1
51569,Customer_51569,23,Female,Houston,9,55.69,61,0
21705,Customer_21705,60,Male,Los Angeles,8,86.26,128,1
73723,Customer_73723,36,Male,Chicago,5,41.03,317,0
49911,Customer_49911,69,Male,Los Angeles,23,82.2,454,0
78530,Customer_78530,33,Female,Miami,8,66.3,384,1
18941,Customer_18941,31,Female,Houston,8,97.5,342,1
20542,Customer_20542,53,Female,Los Angeles,5,94.76,283,1
65803,Customer_65803,52,Female,New York,5,75.4,216,0
96060,Customer_96060,70,Male,New York,6,70.71,75,1
63296,Customer_63296,59,Male,Los Angeles,11,97.48,486,1
41211,Customer_41211,42,Female,Houston,3,59.37,272,0
93027,Customer_93027,37,Female,Los Angeles,24,31.17,127,1
83360,Customer_83360,59,Male,Houston,15,34.62,256,1
99471,Customer_99471,57,Female,Miami,13,81.78,490,1
5963,Customer_5963,66,Female,Miami,23,50.55,285,1
48062,Customer_48062,32,Female,New York,11,35.61,290,1
36573,Customer_36573,56,Male,Los Angeles,21,74.17,107,0
77471,Customer_77471,31,Male,Miami,4,66.62,403,0
58167,Customer_58167,55,Female,New York,18,60.62,461,0
82830,Customer_82830,60,Female,New York,10,75.4,136,1
50373,Customer_50373,66,Male,Houston,18,70.5,449,1
83368,Customer_83368,21,Female,Miami,8,65.41,347,0
68214,Customer_68214,67,Male,Chicago,24,38.89,283,0
9413,Customer_9413,22,Male,Miami,12,51.91,85,0
10543,Customer_10543,62,Female,Los Angeles,18,78.71,481,0
49104,Customer_49104,43,Male,Chicago,14,41.39,327,1
89507,Customer_89507,30,Male,Los Angeles,5,37.85,412,1
29790,Customer_29790,43,Female,Houston,14,41.26,232,1
34416,Customer_34416,42,Female,Los Angeles,12,75.35,214,1
32545,Customer_32545,47,Male,Miami,19,47.18,304,0
66099,Customer_66099,58,Female,Houston,23,84.72,378,0
61919,Customer_61919,37,Male,Chicago,18,84.69,180,1
81632,Customer_81632,62,Male,Los Angeles,5,95.83,461,0
30859,Customer_30859,39,Male,Houston,13,98.42,388,1
5506,Customer_5506,40,Female,Los Angeles,1,82.01,325,0
68396,Customer_68396,18,Female,New York,15,70.48,239,0
1027,Customer_1027,44,Female,Miami,10,98.37,466,0
8518,Customer_8518,52,Female,Miami,22,50.75,490,0
19898,Customer_19898,56,Male,Los Angeles,13,71.14,254,0
29776,Customer_29776,70,Male,Miami,23,79.59,239,1
83498,Customer_83498,67,Female,Houston,4,38.74,479,0
58398,Customer_58398,29,Female,Chicago,1,39.94,314,0
7244,Customer_7244,62,Male,Houston,21,45.99,281,1
80220,Customer_80220,21,Male,Miami,2,44.99,494,0
10325,Customer_10325,40,Female,Miami,12,79.65,50,0
92769,Customer_92769,50,Male,Miami,15,94.63,294,0
80448,Customer_80448,34,Female,Chicago,11,74.0,270,1
50563,Customer_50563,66,Female,Houston,2,49.57,484,0
2307,Customer_2307,39,Male,Chicago,5,80.85,372,0
92766,Customer_92766,61,Female,New York,21,40.58,372,0
12135,Customer_12135,49,Female,Miami,22,78.7,427,1
77325,Customer_77325,36,Female,Miami,8,83.81,261,0
25813,Customer_25813,35,Female,New York,13,79.45,395,0
37914,Customer_37914,44,Male,Miami,18,37.0,94,0
56309,Customer_56309,21,Female,Houston,4,31.7,404,1
59743,Customer_59743,36,Female,Miami,14,58.24,443,1
72298,Customer_72298,59,Female,Los Angeles,18,41.45,106,1
79115,Customer_79115,43,Female,Miami,23,34.37,347,0
85585,Customer_85585,59,Female,Miami,6,65.02,285,1
85293,Customer_85293,35,Female,Los Angeles,7,40.17,461,1
49214,Customer_49214,28,Female,Los Angeles,4,36.78,381,0
33394,Customer_33394,36,Female,New York,23,83.11,182,1
60062,Customer_60062,67,Male,Houston,12,78.74,403,0
90987,Customer_90987,54,Male,New York,6,83.89,303,1
58674,Customer_58674,27,Male,Los Angeles,7,64.96,72,1
36736,Customer_36736,47,Male,New York,3,32.59,60,1
56722,Customer_56722,67,Female,Miami,14,49.89,382,0
65288,Customer_65288,61,Female,Chicago,10,91.28,371,1
47404,Customer_47404,41,Male,New York,3,90.43,98,0
21592,Customer_21592,21,Male,Chicago,3,32.24,494,1
34267,Customer_34267,33,Male,Miami,18,78.97,149,1
43730,Customer_43730,65,Female,Chicago,10,61.61,206,0
70796,Customer_70796,42,Female,Chicago,11,32.06,384,0
83341,Customer_83341,37,Male,Chicago,16,33.21,135,0
64362,Customer_64362,30,Male,Los Angeles,6,38.53,220,0
64631,Customer_64631,67,Male,New York,22,89.85,59,0
60474,Customer_60474,21,Female,Miami,21,55.45,431,1
10855,Customer_10855,61,Female,Miami,21,31.7,427,1
23115,Customer_23115,40,Female,Houston,15,94.31,338,1
56646,Customer_56646,28,Female,Miami,21,70.83,434,1
98044,Customer_98044,56,Female,Miami,7,30.49,230,1
40152,Customer_40152,63,Male,New York,4,45.33,138,0
16250,Customer_16250,59,Female,Houston,14,45.87,158,1
57967,Customer_57967,36,Male,Miami,2,43.49,396,1
89411,Customer_89411,48,Female,Los Angeles,15,36.84,239,1
15465,Customer_15465,60,Male,Miami,3,97.69,389,1
34652,Customer_34652,23,Female,Miami,10,98.43,370,1
62488,Customer_62488,52,Male,Chicago,1,49.17,368,0
93371,Customer_93371,57,Male,Chicago,14,97.94,114,1
69434,Customer_69434,61,Male,Chicago,11,31.62,178,0
63936,Customer_63936,24,Male,Miami,16,43.87,105,0
91841,Customer_91841,67,Female,Los Angeles,10,59.01,445,0
